CIK,Company_Name,Date,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16
2969,"AIR PRODUCTS & CHEMICALS, INC.",20230930,0.6329627,2.9734514,-0.26513866,2.27217,-0.24196625,-1.2437484,0.3377539,0.048583567,1.7876627,0.07060127,-0.85075617,-1.7422469,0.24867833,-1.502541,-0.13864794,1.613929
3570,CHENIERE ENERGY INC,20171231,3.7907865,2.8552265,1.5093141,0.96044236,3.5231895,-1.8629317,-1.0990236,-0.022693098,2.3267424,-2.6712532,-0.6080874,3.8552542,0.7466869,-0.23838079,-3.9924076,1.4750171
3570,CHENIERE ENERGY INC,20181231,0.2576273,0.87055147,0.6165191,0.17379983,-0.4374044,0.018004412,0.67821425,-0.27829722,-0.13770716,0.10182751,-0.10598743,-0.53600484,0.50541276,-0.54316247,0.08771525,1.5881431
3570,CHENIERE ENERGY INC,20191231,0.307831,0.43082064,0.4676242,0.20420738,-0.14769906,-0.06459608,0.15194485,-0.36181316,-0.04391232,0.17039187,0.1746905,-0.39380193,0.38883224,-0.46395117,-0.09183672,1.1064091
3570,CHENIERE ENERGY INC,20201231,0.29185033,-0.05066617,0.13190645,0.20724188,0.1719724,-0.220023,-0.48889777,-0.45505887,0.019418567,0.19695199,0.5406116,-0.10768715,0.21958202,-0.24295357,-0.20421293,0.46127707
3570,CHENIERE ENERGY INC,20211231,0.36330822,-0.046990708,0.19548249,0.22172016,0.23038805,-0.2302202,-0.49713507,-0.4764496,0.0413516,0.20464224,0.5427465,-0.13036613,0.21804447,-0.28392676,-0.253093,0.47782713
3570,CHENIERE ENERGY INC,20221231,0.38149342,-0.050610274,0.21066695,0.21405059,0.23317638,-0.23691887,-0.506762,-0.47837585,0.04205075,0.19368097,0.5563538,-0.12356074,0.23488645,-0.29118702,-0.2812336,0.49266073
4187,INDUSTRIAL SERVICES OF AMERICA INC,20171231,0.24226989,-0.03282383,0.0990204,0.1916624,0.12227134,-0.22128402,-0.4757352,-0.44863415,0.005109936,0.19746476,0.5371579,-0.093761474,0.23117061,-0.2244218,-0.17563811,0.46859312
4187,INDUSTRIAL SERVICES OF AMERICA INC,20181231,0.2547464,-0.06817463,0.074217476,0.20884423,0.15792923,-0.24292882,-0.5388996,-0.46359852,0.024678051,0.20064276,0.5708376,-0.08398432,0.22176716,-0.22559741,-0.20090784,0.41260594
4447,HESS CORP,20171231,0.24179149,-0.031221613,0.10056292,0.19212934,0.11899636,-0.22161023,-0.47370577,-0.4482922,0.0043641217,0.19739825,0.53684545,-0.095016606,0.23326543,-0.22587422,-0.17567112,0.47169423
4447,HESS CORP,20181231,0.2542255,-0.02334109,0.10922506,0.17648235,0.13417856,-0.2160697,-0.46713412,-0.45211604,0.0008787513,0.19543609,0.52949184,-0.088637754,0.22894776,-0.21966365,-0.17601259,0.48347098
4447,HESS CORP,20191231,0.35030895,-0.05099328,0.18201137,0.20240095,0.22388175,-0.22523303,-0.49837363,-0.476582,0.027542934,0.20238093,0.5490076,-0.11275757,0.21521044,-0.2626871,-0.23929027,0.47184566
4447,HESS CORP,20211231,0.37081668,-0.048518986,0.19995278,0.21828942,0.23993483,-0.2291115,-0.50132763,-0.4792288,0.042492904,0.20500547,0.5460069,-0.12623017,0.21580607,-0.2831005,-0.2581234,0.4761608
4447,HESS CORP,20221231,0.24519402,-0.031144395,0.10252502,0.19176784,0.12412354,-0.22150035,-0.47456902,-0.4494415,0.0053027086,0.19869757,0.537147,-0.09454193,0.230418,-0.22547492,-0.17625329,0.46976116
6176,AMPCO PITTSBURGH CORP,20211231,0.06382532,0.031227365,0.0018369481,0.19695951,-0.03804908,-0.2604184,-0.41275412,-0.43453282,-0.01215696,0.20434847,0.51959425,-0.08548493,0.29906175,-0.20097634,-0.1166462,0.522181
6176,AMPCO PITTSBURGH CORP,20221231,0.2849899,-0.051948845,0.121452056,0.20553453,0.16532025,-0.22457384,-0.49767366,-0.45595515,0.0168304,0.19791433,0.54914486,-0.102058835,0.22102349,-0.23756164,-0.20055303,0.45362136
6494,ANDREA ELECTRONICS CORP,20171231,0.24241535,-0.029834569,0.10054188,0.19122812,0.12128757,-0.22097377,-0.47337902,-0.44893384,0.0047194436,0.19866493,0.53645676,-0.09508644,0.23113841,-0.22448464,-0.173951,0.470569
6494,ANDREA ELECTRONICS CORP,20201231,0.29022074,-0.009884074,0.15069717,0.17371278,0.16853133,-0.23159492,-0.46533906,-0.47555384,0.00010405481,0.2178888,0.5433152,-0.08631111,0.21671574,-0.22830987,-0.18575743,0.4839698
6494,ANDREA ELECTRONICS CORP,20211231,0.31209332,-0.0061900318,0.17551348,0.16276321,0.1939295,-0.23288201,-0.46052676,-0.4893534,-0.0034673847,0.2239621,0.5477309,-0.07840426,0.21404417,-0.22979364,-0.19670205,0.4946405
6769,APACHE CORP,20191231,0.24708086,-0.030976668,0.1035909,0.19119157,0.12682912,-0.2215628,-0.475098,-0.4500201,0.005547054,0.19924173,0.53741103,-0.093716964,0.22886987,-0.22501355,-0.17655018,0.46872836
6769,APACHE CORP,20201231,0.25802058,-0.02260308,0.11416871,0.18848579,0.13481593,-0.22527957,-0.47396177,-0.45490995,0.0057346895,0.20454186,0.53926426,-0.09383655,0.22521053,-0.22601742,-0.17757356,0.47109628
6769,APACHE CORP,20211231,0.2441871,-0.030596435,0.10295225,0.19072282,0.12186929,-0.2214339,-0.4730529,-0.448789,0.004147947,0.19747825,0.53614545,-0.093996644,0.23187125,-0.22533065,-0.1762965,0.47230175
6885,STAGE STORES INC,20180131,0.27591696,-0.03962788,0.124522425,0.19922584,0.15056527,-0.21918999,-0.47914004,-0.45199323,0.01018735,0.19846186,0.53965676,-0.102833346,0.22429432,-0.23562996,-0.19034913,0.46968028
6885,STAGE STORES INC,20190131,0.24603464,-0.037106067,0.09791265,0.19266142,0.12871858,-0.22337787,-0.48336533,-0.45158386,0.0068883486,0.19850941,0.5419643,-0.09173407,0.22926979,-0.22476879,-0.17917933,0.46164688
6951,APPLIED MATERIALS INC /DE,20181031,0.28336382,-0.04544139,0.1264858,0.20227021,0.15954071,-0.22242555,-0.4875049,-0.4549877,0.013435669,0.19823566,0.5438334,-0.103138,0.22277561,-0.23857182,-0.19726463,0.4631822
6951,APPLIED MATERIALS INC /DE,20191031,0.25931424,-0.040747374,0.114031754,0.20407818,0.13516222,-0.21793924,-0.47706124,-0.44941762,0.010686278,0.19902845,0.53893447,-0.10513052,0.23064739,-0.23676848,-0.18690535,0.47065565
7536,ARROW ELECTRONICS INC,20171231,0.29046112,-0.031999126,0.14576745,0.200233,0.1576894,-0.21500678,-0.46488377,-0.45333242,0.011985794,0.1991362,0.53009444,-0.11274053,0.22577855,-0.24704328,-0.19683182,0.48704505
7536,ARROW ELECTRONICS INC,20181231,0.26776558,-0.03864321,0.11892522,0.19795354,0.14300096,-0.21879025,-0.4773332,-0.45075548,0.008447386,0.1983946,0.53872675,-0.10129349,0.22624686,-0.23352563,-0.18652943,0.470627
7536,ARROW ELECTRONICS INC,20191231,0.14584586,0.0048595816,0.049182557,0.1924683,0.032681298,-0.23872484,-0.43815616,-0.43588233,-0.0038856007,0.19976115,0.52411115,-0.08788285,0.26435676,-0.20959969,-0.14116049,0.49576017
7536,"ARROW ELECTRONICS, INC",20211231,0.27115116,-0.041551232,0.11912087,0.19948283,0.14760828,-0.22035179,-0.4821736,-0.45215952,0.009994984,0.19869894,0.5412611,-0.10126306,0.22497447,-0.23416325,-0.1890773,0.46664727
7536,"ARROW ELECTRONICS, INC",20221231,0.27941853,-0.06330526,0.10477797,0.20763183,0.16915502,-0.23342639,-0.51994705,-0.4610902,0.0202,0.19894709,0.5611067,-0.094492435,0.21936013,-0.23344773,-0.20368136,0.4328037
7623,ARTS WAY MANUFACTURING CO INC,20211130,0.2749622,-0.04678537,0.1151725,0.2015206,0.15615097,-0.22692567,-0.4958982,-0.45692122,0.01385086,0.20064673,0.5495404,-0.09758066,0.22199187,-0.23361713,-0.19433394,0.45353088
7623,ARTS WAY MANUFACTURING CO INC,20221130,0.2602899,-0.015607774,0.13157827,0.18844885,0.12432775,-0.21060418,-0.44438535,-0.4439807,-0.00043352693,0.19821973,0.5206887,-0.10561911,0.23034717,-0.23199183,-0.17286655,0.4994956
8328,"APPLIED MINERALS, INC.",20171231,0.24573961,-0.03471288,0.102018915,0.1921503,0.12609206,-0.22021289,-0.47676164,-0.4483425,0.006323863,0.19683167,0.5380103,-0.09278776,0.23044308,-0.22571146,-0.17907813,0.46734536
8328,"APPLIED MINERALS, INC.",20181231,0.24543233,-0.031384587,0.10145938,0.19092377,0.12331104,-0.22202703,-0.47435468,-0.44952172,0.0040304326,0.19784679,0.5368355,-0.09494639,0.23044473,-0.22480041,-0.17470427,0.46945098
8328,"APPLIED MINERALS, INC.",20191231,0.2422869,-0.03371179,0.096544035,0.19072734,0.12439872,-0.21865466,-0.47630855,-0.44785058,0.00503394,0.19700783,0.5368191,-0.093991265,0.22969374,-0.22195385,-0.17347357,0.46790794
8328,"APPLIED MINERALS, INC.",20201231,0.65824366,3.0146403,-0.24359778,2.253783,-0.22819123,-1.2399907,0.3594308,0.025241911,1.772701,0.10370834,-0.8618603,-1.7522017,0.24354658,-1.5221102,-0.105153054,1.6660285
8328,"APPLIED MINERALS, INC.",20211231,0.24394101,-0.031840026,0.10111716,0.19151506,0.12357631,-0.2212467,-0.47487748,-0.4485924,0.0052878,0.1978024,0.5366502,-0.09379641,0.23041946,-0.22479346,-0.17605914,0.4694056
8504,AGEAGLE AERIAL SYSTEMS INC.,20181231,4.5849986,2.438594,2.5398827,2.087985,2.8419595,0.73806524,1.1060858,-1.6045284,1.7305458,-0.20274645,-0.36770436,-2.7515395,2.0967183,-3.4726562,-3.6208224,5.3113194
8504,AGEAGLE AERIAL SYSTEMS INC.,20191231,3.0078354,1.3807125,1.4438741,1.1269681,1.7917619,0.6180026,0.60846126,-1.0599192,1.0060998,-0.30431277,-0.17444259,-1.7433004,1.4342017,-2.0671074,-2.2943966,3.5923
8504,AGEAGLE AERIAL SYSTEMS INC.,20211231,0.054091144,-0.10968897,-0.20723051,0.07256664,-0.024283104,0.044019252,-0.35238767,-0.29961,0.00086768717,-0.12306547,0.38340473,-0.048527308,0.45606297,-0.13370425,-0.2710756,0.7203441
8504,AGEAGLE AERIAL SYSTEMS INC.,20221231,0.21668132,-0.042145118,0.08977678,0.20654517,0.09244828,-0.20733339,-0.45763797,-0.43756413,0.009782687,0.18691516,0.5275711,-0.10909881,0.25536007,-0.2364923,-0.18505317,0.4887189
8670,AUTOMATIC DATA PROCESSING INC,20180630,-0.08006236,-0.9934007,-6.0878744,12.582897,-3.0470722,-0.8504932,-1.8180153,1.6746354,5.7441506,-18.591738,-3.0818825,8.095802,19.010906,-7.9719815,-22.826374,9.264658
8670,AUTOMATIC DATA PROCESSING INC,20190630,0.28506017,-0.040086612,0.13212222,0.1958376,0.15976182,-0.22529353,-0.4864052,-0.459696,0.0111398995,0.2017116,0.5471369,-0.09751177,0.2233375,-0.23750806,-0.19889542,0.46615893
8670,AUTOMATIC DATA PROCESSING INC,20200630,0.36690947,1.4223406,-0.21195161,1.2327653,-0.10670557,-0.66755015,-0.039287895,-0.17476761,0.85760117,0.13022119,-0.25509104,-0.9826254,0.15121211,-0.81276625,-0.0031552166,0.94867367
8868,AVON PRODUCTS INC,20181231,0.38222575,-0.054112867,0.21072456,0.22632629,0.2533605,-0.22435191,-0.5043192,-0.4770462,0.054245897,0.20065142,0.5443132,-0.12865078,0.21891071,-0.29396418,-0.27857783,0.4804936
8868,AVON PRODUCTS INC,20191231,0.3430583,-0.10812686,0.17703578,0.23704125,0.24919626,-0.18545467,-0.51616585,-0.44842562,0.0690819,0.17029452,0.54763144,-0.10728301,0.23237585,-0.28254384,-0.3074826,0.46130043
8868,AVON PRODUCTS INC,20201231,0.23121093,-0.027670637,0.09221295,0.18912719,0.11203139,-0.2220812,-0.47194585,-0.44626713,0.003988903,0.19679523,0.53470623,-0.091649115,0.23356572,-0.22035196,-0.17044777,0.4704573
8868,AVON PRODUCTS INC,20211231,0.23461275,-0.026826963,0.09510691,0.18911389,0.11526011,-0.22240034,-0.4721921,-0.44748694,0.0043426454,0.19817795,0.5352336,-0.09195399,0.23210302,-0.22101098,-0.17110017,0.47031644
8868,AVON PRODUCTS INC,20221231,0.23151468,-0.028164327,0.092289664,0.18959227,0.11216812,-0.22195528,-0.4721479,-0.44632187,0.004034184,0.1968258,0.5348086,-0.09218724,0.2336222,-0.22075191,-0.17051826,0.4703874
8947,AZZ INC,20180228,0.18394032,-0.0062728524,0.07089212,0.18829994,0.0662927,-0.2304594,-0.4496882,-0.4397013,-0.0018437319,0.19795573,0.5264149,-0.08900698,0.250696,-0.213532,-0.15263899,0.48794976
8947,AZZ INC,20190228,0.26770714,-0.038790077,0.11794446,0.19719751,0.1439356,-0.22036567,-0.47971135,-0.4520511,0.008658785,0.19895348,0.540422,-0.099373035,0.22583558,-0.23297782,-0.18729858,0.4683537
8947,AZZ INC,20200229,0.27514252,-0.042583317,0.12185792,0.19998683,0.15101698,-0.22092287,-0.4832263,-0.45263833,0.010643102,0.19819352,0.5418196,-0.10145311,0.22435507,-0.23531659,-0.19165583,0.46625036
10048,BARNWELL INDUSTRIES INC,20180930,0.24735051,-0.06835951,0.08836215,0.1677624,0.1345225,-0.17182773,-0.45582432,-0.44190836,-0.0039919056,0.15521775,0.5175197,-0.09262879,0.26040453,-0.21674654,-0.20165542,0.5087489
10048,BARNWELL INDUSTRIES INC,20190930,0.1427455,-0.08572091,-0.046447113,0.12246289,0.045556042,-0.11574762,-0.43620622,-0.38813415,-0.021530848,0.065540165,0.488901,-0.06228938,0.3310914,-0.15518698,-0.19027616,0.56594193
10048,BARNWELL INDUSTRIES INC,20200930,0.186489,-0.0577783,0.0221098,0.17711279,0.07931892,-0.1964126,-0.4802047,-0.42267492,-0.0025331415,0.15411362,0.53299165,-0.082837746,0.26665655,-0.18966036,-0.16798404,0.483001
10048,BARNWELL INDUSTRIES INC,20210930,0.26572597,-0.017247021,0.13170293,0.20346884,0.13271104,-0.24797815,-0.4800595,-0.46174955,0.011584289,0.21344142,0.54798543,-0.09745127,0.22957428,-0.24530911,-0.19296396,0.47141877
10048,BARNWELL INDUSTRIES INC,20220930,0.4173828,0.28785813,0.7453384,0.49147278,0.09418785,-0.74815494,-0.42801666,-0.6999625,0.054003693,0.39179143,0.7204826,-0.013295643,0.5371415,-0.70916003,-0.59283715,0.78166777
10048,BARNWELL INDUSTRIES INC,20230930,0.24956094,-0.00715068,0.11724461,0.21498609,0.1135507,-0.2595774,-0.4852558,-0.45756114,0.010601446,0.21990737,0.553386,-0.109512754,0.23241515,-0.23934779,-0.17119914,0.46925372
10254,EARTHSTONE ENERGY INC,20171231,0.3143292,-0.047666788,0.15094808,0.2105108,0.18803152,-0.22559206,-0.49252802,-0.46350306,0.023868196,0.20103815,0.5438467,-0.11488536,0.21929795,-0.2551015,-0.21652234,0.46548694
10254,EARTHSTONE ENERGY INC,20181231,0.25052282,-0.035081238,0.10535561,0.19284877,0.12966117,-0.2198674,-0.47631082,-0.44996765,0.0056183003,0.19812144,0.5376613,-0.095476985,0.22909093,-0.22715986,-0.17872453,0.468889
10329,BASSETT FURNITURE INDUSTRIES INC,20171130,0.36461312,-0.04588434,0.18065906,0.22755222,0.2335692,-0.25075924,-0.52241004,-0.46940148,0.05030743,0.19809899,0.55404973,-0.12187323,0.21288067,-0.2741353,-0.2559467,0.45568874
10329,BASSETT FURNITURE INDUSTRIES INC,20181130,0.40651673,-0.06736705,0.19194043,0.19204417,0.27430275,-0.22915499,-0.53375304,-0.46631983,0.04345867,0.15934917,0.5469048,-0.07251547,0.23387565,-0.25594303,-0.30325094,0.48725766
10795,BECTON DICKINSON & CO,20180930,0.33355513,-0.047552362,0.16840678,0.21371536,0.2036198,-0.22882512,-0.49438536,-0.47008014,0.028502882,0.20323834,0.5434859,-0.121717796,0.2190972,-0.26626432,-0.2288427,0.47129843
10795,BECTON DICKINSON & CO,20190930,0.2377136,-0.027600348,0.097965516,0.19021307,0.115884736,-0.22293445,-0.47177854,-0.4481665,0.0035315603,0.19839141,0.5350441,-0.094457015,0.23248897,-0.2232141,-0.17149006,0.47200853
10795,BECTON DICKINSON & CO,20200930,0.25372136,-0.033466548,0.10958975,0.1930229,0.13056843,-0.22175312,-0.47543716,-0.45139772,0.005155459,0.19937165,0.5377984,-0.09617667,0.22867042,-0.22913767,-0.17947236,0.46970397
10795,BECTON DICKINSON & CO,20210930,0.24856144,-0.031354994,0.10627591,0.19232896,0.12572747,-0.2201616,-0.472583,-0.44906402,0.004733853,0.19854617,0.5358582,-0.09639645,0.23000851,-0.22708246,-0.17654635,0.47219253
10795,BECTON DICKINSON & CO,20220930,0.25387785,-0.034925237,0.10754088,0.19385569,0.1315862,-0.22170183,-0.47736064,-0.4513867,0.0057642646,0.19940549,0.5388814,-0.09692295,0.22840412,-0.22847803,-0.17934306,0.46836108
10795,BECTON DICKINSON & CO,20230930,0.25283659,-0.039297327,0.103778325,0.19514242,0.13298012,-0.22089233,-0.48131013,-0.44980013,0.0077441037,0.19701497,0.5405668,-0.09476431,0.22885166,-0.22790018,-0.18250433,0.46493992
12040,FLANIGANS ENTERPRISES INC,20180930,0.2781996,-0.041984588,0.12424836,0.20010912,0.15392172,-0.22111635,-0.48335168,-0.45338887,0.011365354,0.19856364,0.5418013,-0.102179386,0.22349277,-0.23609881,-0.19277728,0.46633315
12040,FLANIGANS ENTERPRISES INC,20190930,0.27075604,-0.0068330467,0.1497578,0.21572337,0.10446312,-0.24914582,-0.4597245,-0.4759454,0.004174616,0.21842664,0.5604838,-0.13833961,0.2708364,-0.26894045,-0.19949843,0.51887846
12040,FLANIGANS ENTERPRISES INC,20200930,0.21935716,-0.021688268,0.087097146,0.18507619,0.0998272,-0.22080956,-0.46503076,-0.44265416,0.001174245,0.19465628,0.52900183,-0.09000261,0.23737462,-0.21675467,-0.1643596,0.47771275
12040,FLANIGANS ENTERPRISES INC,20210930,0.28598344,0.03397475,0.23185721,0.2219031,0.111623414,-0.31181997,-0.4396742,-0.4881842,0.010356255,0.22408196,0.5616603,-0.089305095,0.29236546,-0.31840026,-0.2727754,0.5650011
12040,FLANIGANS ENTERPRISES INC,20220930,0.25393373,0.010188356,0.18894088,0.24906501,0.055311408,-0.27032042,-0.4225636,-0.5091361,-0.006847024,0.24299389,0.58208865,-0.1850251,0.33301643,-0.32012823,-0.21686712,0.5808828
12040,FLANIGANS ENTERPRISES INC,20230930,0.34765542,-0.025115281,0.21655491,0.15865353,0.21973163,-0.2174432,-0.44773132,-0.50404835,-0.012810748,0.20614924,0.5436622,-0.065508604,0.24267755,-0.24244562,-0.23871478,0.5280918
12239,AIKIDO PHARMA INC.,20191231,0.18357712,-0.031578213,-0.09353343,0.18770938,0.14414032,-0.23380807,-0.6235957,-0.37112746,0.055576533,0.14102137,0.5822431,-0.055788442,0.20863779,-0.08206171,-0.12674311,0.38688952
12239,SPHERIX INC,20171231,0.24308911,-0.018209308,0.11554805,0.19594447,0.11453088,-0.23477422,-0.46957412,-0.45128483,0.006045483,0.2039975,0.53977406,-0.092092074,0.23773721,-0.23439868,-0.18383844,0.48135474
12927,BOEING CO,20171231,0.2631961,-0.03997454,0.11326613,0.19714716,0.14006673,-0.22076829,-0.48116326,-0.45197582,0.008122258,0.19859698,0.54133636,-0.09884404,0.22756225,-0.23215765,-0.18601005,0.4672708
12927,BOEING CO,20181231,0.2552294,-0.036611468,0.10929059,0.19435394,0.13289301,-0.21972287,-0.47690856,-0.45081592,0.006035242,0.19848795,0.53854847,-0.09706934,0.228889,-0.22955626,-0.18129554,0.46956787
12927,BOEING CO,20191231,0.3328754,-0.055004403,0.1623269,0.21657151,0.20702916,-0.23105225,-0.50447524,-0.4712361,0.030900247,0.20273405,0.54938424,-0.11974236,0.21815991,-0.2648305,-0.23177704,0.46124592
12927,BOEING CO,20201231,0.25049913,-0.04689412,0.08452492,0.1996331,0.14266624,-0.21354856,-0.4975537,-0.43871737,0.016133443,0.18885356,0.5438057,-0.09746412,0.22550614,-0.21304342,-0.17916766,0.45692566
12927,BOEING CO,20211231,0.26138496,-0.042383462,0.109184854,0.19745252,0.13976786,-0.22214547,-0.48533836,-0.45242706,0.00844815,0.1982471,0.5437416,-0.097285286,0.22794163,-0.23112448,-0.18647249,0.46385017
12927,BOEING CO,20221231,0.238818,-0.024664551,0.10160153,0.1886937,0.11322774,-0.22280698,-0.4691673,-0.44922832,0.00037641823,0.19869426,0.5354312,-0.09629601,0.23638478,-0.22352053,-0.17073207,0.48123863
13239,HEXION INC.,20171231,0.24178945,-0.031115577,0.09612433,0.19004181,0.12587786,-0.22630009,-0.4825392,-0.45212418,0.0070271194,0.20057213,0.54179674,-0.08844249,0.22841744,-0.22184888,-0.17666842,0.46120638
13239,HEXION INC.,20181231,0.22159761,-0.05197382,0.06463402,0.2042086,0.12197426,-0.23674387,-0.51079667,-0.4554538,0.015896104,0.20067734,0.55786395,-0.08409404,0.23361644,-0.22188789,-0.18357359,0.4348504
13239,HEXION INC.,20191231,0.2533818,-0.035373673,0.109963976,0.19709674,0.12913819,-0.21864161,-0.47342917,-0.4496407,0.006602481,0.19905016,0.5372678,-0.10074684,0.23077706,-0.23174372,-0.18070729,0.47251916
14195,BRIGGS & STRATTON CORP,20180630,0.22658047,0.41101855,-0.12628607,0.6217245,0.034079906,-0.3369136,-0.31504178,-0.2858606,0.32310665,0.12150917,0.15357794,-0.46783134,0.124287575,-0.40632266,-0.05860835,0.53644556
14195,BRIGGS & STRATTON CORP,20190630,0.32037613,1.2234753,-0.22943264,1.1447988,-0.066416524,-0.62369466,-0.12871131,-0.17482106,0.7990421,0.109513745,-0.1827803,-0.8728267,0.12843466,-0.70727104,-0.040055443,0.819532
14272,BRISTOL MYERS SQUIBB CO,20171231,0.34134045,-0.047348797,0.17708614,0.21604204,0.21018803,-0.22810136,-0.4926392,-0.47146577,0.03169892,0.20326743,0.5421604,-0.12518035,0.21943338,-0.27169335,-0.23556158,0.47469813
